query_idx,K,jaccard,intersection
195,50,0.28205128205128205,22
195,100,0.14942528735632185,26
196,5,0.42857142857142855,3
196,10,0.25,4
196,20,0.3793103448275862,11
196,50,0.2987012987012987,23
196,100,0.28205128205128205,44
197,5,0.1111111111111111,1
197,10,0.17647058823529413,3
197,20,0.3333333333333333,10
197,50,0.3698630136986301,27
197,100,0.3888888888888889,56
198,5,0.25,2
198,10,0.25,4
198,20,0.2903225806451613,9
198,50,0.2345679012345679,19
198,100,0.19760479041916168,33
199,5,0.0,0
199,10,0.42857142857142855,6
199,20,0.6,15
199,50,0.35135135135135137,26
199,100,0.2987012987012987,46
