query_idx,n_docs,spearman_r,spearman_p,pearson_r,pearson_p,kendall_tau,kendall_p,pointbiserial_r,pointbiserial_p
154,4000,-0.22834838449384995,1.7756464103517154e-48,-0.43741932115233473,1.225884137568394e-186,-0.1831224606317133,3.150161051293419e-48,0.12373678372243736,4.044156206990917e-15
155,4000,-0.3030851240060072,9.231049576472357e-86,-0.5193649861938614,2.997689979402022e-275,-0.24616313025769265,2.14451212480959e-83,0.15237460952089965,3.3044894191490034e-22
156,4000,-0.22168383958916993,1.0111618486178344e-45,-0.44498385381582545,7.67827621342705e-194,-0.179933134045548,4.4776725292801764e-45,0.1773752176820939,1.2475548394106154e-29
157,4000,-0.2558626931984517,8.153200123154258e-61,-0.3698408984306672,6.868427118590578e-130,-0.2035879994092885,2.785665825767239e-60,0.11786047410197432,7.552151392584259e-14
158,4000,-0.27325315970599856,1.9616558671142157e-69,-0.51320338839496,1.03004797895988e-267,-0.22174156256754501,5.1771476650477585e-68,0.1406884557928717,3.9046373926749205e-19
159,4000,-0.13088216210448653,9.497931671024295e-17,-0.44885772463826834,1.3338130463130048e-197,-0.10652148036472563,8.717983212642885e-17,0.1871867295606434,7.259457464964249e-33
160,4000,-0.23855693606561085,7.143097117516862e-53,-0.3874054101300537,2.1672947929240462e-143,-0.18868754960221204,2.5767225323337392e-52,0.11966501055555792,3.1207012566930725e-14
161,4000,-0.24095589017309543,6.166023221000197e-54,-0.42853831062355385,2.0637953087017744e-178,-0.19571410967130173,2.902680433911687e-53,0.17100334279202736,1.2565270036624557e-27
162,4000,-0.12190099229862696,1.0247114656963358e-14,-0.2987983049723388,2.719374334290468e-83,-0.09908069611758857,9.709092074121397e-15,0.21898449624696617,1.245847923620443e-44
163,4000,-0.14187042240582495,1.959683447674115e-19,-0.3784881382098403,1.9694732393572436e-136,-0.11504412383688419,2.564458323367962e-19,0.1986176311879733,7.223349932614798e-37
164,4000,-0.14431196026681928,4.6308871823215056e-20,-0.5217004714173145,3.797582922501462e-278,-0.11757226512258173,5.615703542891075e-20,0.16619857837040175,3.622975625537558e-26
165,4000,-0.3306840405498346,1.104714399817428e-102,-0.48506769997492594,3.342830950257478e-235,-0.2682373703895229,3.572412811932215e-99,0.1439201105989786,5.847233020488666e-20
166,4000,-0.13882438970456001,1.1444056146475657e-18,-0.3176528266779352,1.807423434683431e-94,-0.11238772592378428,1.4540792831961913e-18,0.19183632185638042,1.8341584344473702e-34
167,4000,-0.11851242961828663,5.4963217079718075e-14,-0.36077924676046286,3.024658858382742e-123,-0.0965884540240936,5.5600644151739764e-14,0.22542296056675856,2.9505496353100324e-47
168,4000,-0.2237942863632172,1.3865476959387992e-46,-0.3146438754375071,1.2482641196666162e-92,-0.179975814780369,4.735538833203999e-46,0.1422747870415489,1.5458750719628432e-19
169,4000,-0.09522550294193759,1.5953087768635374e-09,-0.3387262591716602,5.879693008741295e-108,-0.07756529258519622,1.4700281072179108e-09,0.24440029090435797,1.744686059586648e-55
170,4000,-0.06269815873761997,7.246477695355163e-05,-0.28494393036991383,1.3500104731190954e-75,-0.050932967844722746,6.909166362458342e-05,0.17587978574027685,3.741688345208447e-29
171,4000,-0.17414052404553215,1.3259522164181493e-28,-0.45351604240825616,3.4552309683593414e-202,-0.13999077406658522,1.4029362490805378e-28,0.13220703079162974,4.628516608199452e-17
172,4000,-0.1347469475409958,1.1430676345330193e-17,-0.36829977662385216,9.593602100146402e-129,-0.10944383446545083,9.682853321528577e-18,0.1681482024175701,9.373670162720729e-27
173,4000,-0.21101759112381227,1.697070184329534e-41,-0.3981071587066489,4.950307487211471e-152,-0.16936526707020894,4.539438556052875e-41,0.1440247474077742,5.494537213272158e-20
174,4000,-0.10464957019911404,3.24997174779851e-11,-0.44341173433724207,2.4967370901786817e-192,-0.08527379128763077,3.1269166501170234e-11,0.21596297485234844,1.990720752867926e-43
175,4000,-0.355442580516104,1.9660966947335553e-119,-0.5137142075907921,2.47724453908121e-268,-0.28444797516381004,3.477452691924334e-116,0.10378367600900819,4.717850460074438e-11
176,4000,-0.14405965239221458,5.381625991982732e-20,-0.399154745678126,6.782989846217267e-153,-0.11631884239912121,4.5986043682419343e-20,0.15877424603352797,5.370162986266119e-24
177,4000,-0.23639653169171665,6.336512045763837e-52,-0.4264151008665727,1.7583366415752724e-176,-0.19138890781764953,8.68913765921705e-52,0.14071307305867106,3.8492052809778516e-19
178,4000,-0.2786743142681062,2.9675649315278017e-72,-0.4460668042081628,6.902512802902846e-195,-0.2266559726140527,8.76691529152574e-71,0.1715704080797062,8.394808579756234e-28
179,4000,-0.1769697380837849,1.6819646293329245e-29,-0.4034874563561487,1.690475715156581e-156,-0.14349243044066917,1.505634886749995e-29,0.15742713687704674,1.2968658326515513e-23
180,4000,-0.07824569329450169,7.242597857374606e-07,-0.2660461800492824,8.771362663671709e-66,-0.06342524989389144,7.054412650434516e-07,0.21919703111583932,1.0235786435707329e-44
181,4000,-0.13515100186025797,9.127959831250644e-18,-0.2992984939371729,1.4077334817594689e-83,-0.10952563982495239,9.661843865313737e-18,0.19288844018284593,7.873746289723513e-35
182,4000,-0.12858599097411313,3.2448141972304394e-16,-0.2247156318464525,5.786566841196221e-47,-0.09920350274111017,3.110679540800355e-16,0.07175462556891136,5.556497002357527e-06
183,4000,-0.08179181268006709,2.218475107671779e-07,-0.2453928428169166,6.180095564946288e-56,-0.06673269325348483,2.2201822047321311e-07,0.3459453478520522,7.933723491732054e-113
184,4000,-0.32845717321972656,2.9904983477305225e-101,-0.571418548667147,0.0,-0.2669514875153462,5.729100834260035e-98,0.1542492986960498,1.0065891844194325e-22
185,4000,-0.23822753013763645,9.978052313564946e-53,-0.4624526575872513,3.4442743557171217e-211,-0.1934423682156086,5.968486769827534e-52,0.161397540972593,9.433139222267115e-25
186,4000,-0.13624578258167028,4.9450897262189144e-18,-0.3153445239673863,4.676610653475232e-93,-0.10818206515910282,3.555600145388208e-18,0.12270817495883465,6.820385260943124e-15
187,4000,-0.15053313007747646,1.0468872839333382e-21,-0.2829043238172723,1.6868903250907244e-74,-0.12187318774395499,1.834128658631306e-21,0.23316542128576986,1.5914353602861828e-50
188,4000,-0.26337879580309537,1.8441140684624586e-64,-0.3619166442524778,4.555386821598315e-124,-0.20926359530008207,1.468387728904489e-63,0.12829659856445919,3.782350358090943e-16
189,4000,-0.146986209713365,9.266442305150541e-21,-0.3087646170862327,4.254651083366594e-89,-0.11763974048457994,8.297273632136904e-21,0.14107657280034624,3.115664675417553e-19
190,4000,-0.16407260674618798,1.5531750575933485e-25,-0.43134552354872335,5.507979878883311e-181,-0.13299572591921677,1.1875723580663748e-25,0.12313776309536532,5.485838939197625e-15
191,4000,-0.2352886653061058,1.9242390319104878e-51,-0.3897397198268968,3.0082411337862885e-145,-0.19141028606817265,1.0691467221464912e-50,0.1803838834903169,1.3289576327191628e-30
192,4000,-0.08612902621649349,4.877603830354537e-08,-0.3022727550111263,2.731521871560159e-85,-0.06849429841358287,4.168155701591316e-08,0.11709569907014811,1.0939165810759495e-13
193,4000,-0.13390818140889302,1.8194369840304165e-17,-0.4510124200818284,1.0290663752524134e-199,-0.10891965693685446,1.8199802662770312e-17,0.18538047292023313,2.9531526961989084e-32
194,4000,-0.20345003115801122,1.2319370006026207e-38,-0.3998721715216827,1.7316560473326861e-153,-0.16442305687634487,1.5108137493444466e-38,0.13721319634695156,2.8650655347356297e-18
195,4000,-0.078659903516793,6.323912855709305e-07,-0.38530685351408334,9.84163992413167e-142,-0.06413391000771065,6.360478516318409e-07,0.2484280415778487,2.5118140134214386e-57
196,4000,-0.2607244312303525,3.689379169285948e-63,-0.39592686964592694,3.0283972725234046e-150,-0.2065493136626063,9.555177168010544e-63,0.11186997028473311,1.2902617691496381e-12
197,4000,-0.18684705085238493,9.461932853676517e-33,-0.4841277434252891,3.6188947867131517e-234,-0.15193202961366437,1.6468092992957382e-32,0.1675243515542522,1.4473247053291092e-26
198,4000,-0.13871024090162865,1.2217204911915543e-18,-0.3005018041727982,2.872600964661056e-84,-0.11200572167561687,1.3339277959809411e-18,0.1521720352154453,3.754058106700515e-22
199,4000,-0.21993575543598107,5.161575617144978e-45,-0.46094965592841025,1.1744325152413387e-209,-0.1761475117271249,5.033476438270417e-45,0.12285862590003647,6.3201520747405945e-15
